,Name,Team,Level,Age,ERA,GS,IP,H,R,ER,HR,BB,HBP,SO,K%,BB%,K-BB%,WHIP,BABIP,LOB%,FIP,xFIP,GB%,SwStr%,Balls,Strikes,PlayerId,EDB Team,TWTC Team,BL Team
1140,Jared Lyons,CIN,A+,23,2.81739167817378,8,38.1,28,13,12,5,20,0,46,0.2875,0.125,0.1625,1.25217407918834,0.25842697,0.85365854,4.30385254382187,3.71475415531627,0.358695652,0.12738854,236,392,sa3020483,,,
1141,Nathan Landry,BOS,A+,25,5.24460489227568,0,46.1,42,30,27,2,27,8,48,0.22857143,0.12857143,0.1,1.4892087965721,0.32,0.63342318,4.33889300453633,5.2422043092834,0.341463414,0.11177885,345,487,sa3020485,,,
1142,Blaze Pontes,OAK,A+,24,7.83116883116883,10,77.0,105,70,67,9,35,8,35,0.09615385,0.09615385,0.0,1.81818181818181,0.3465704,0.5760709,5.72869715009416,5.41245844284822,0.478571428,0.07165109,524,760,sa3020486,,,
1143,Stefan Raeth,SEA,A+,23,4.3008843749886,0,37.2,38,20,18,4,17,3,31,0.18128655,0.0994152,0.08187135,1.46017679397761,0.29310345,0.72519084,4.80728107098828,4.4088039652896,0.551724137,0.10397554,251,403,sa3020487,,,
1144,Alex Amalfi,TOR,A+,23,3.57831358193212,0,55.1,50,26,22,1,24,1,65,0.27659574,0.10212766,0.17446809,1.33734952052008,0.34027778,0.66576087,2.72081140756848,3.69349640460405,0.429577464,0.14947368,351,599,sa3020489,,,
1145,Jack Dallas,PHI,A+,25,3.8,0,45.0,42,25,19,3,15,3,47,0.24352332,0.07772021,0.16580311,1.26666666666666,0.312,0.62724014,3.56127501593695,4.02506754911608,0.443548387,0.11984021,264,487,sa3020490,,,
1146,Max Alba,DET,A+,24,3.32608695652173,2,46.0,35,19,17,7,6,0,50,0.27777778,0.03333333,0.24444444,0.891304347826086,0.23931624,0.70512821,3.63863503829292,2.77663464513809,0.418032786,0.14238953,182,429,sa3020525,,,
1147,Michael Prosecky,COL,"A,A+,CPX",23,3.92307692307692,10,39.0,35,22,17,3,13,6,57,0.33928571,0.07738095,0.26190476,1.23076923076923,0.35955056,0.64257028,3.45874551276886,3.49922326545441,0.355555555,0.14868805,268,418,sa3020526,,,
1148,Cameron Weston,BAL,"A+,AA",23,2.85882359356203,13,85.0,61,34,27,7,25,8,100,0.29239766,0.07309942,0.21929825,1.01176472858574,0.26732673,0.71258907,3.34342433236116,3.38662449634785,0.475247524,0.14850746,500,840,sa3020528,,,
1149,Carson Whisenhunt,SFG,"A,AAA",23,5.69620253164557,20,79.0,85,54,50,13,44,6,106,0.29444444,0.12222222,0.17222222,1.63291139240506,0.37696335,0.69349315,5.23906464274925,4.67988818670752,0.395,0.15346882,526,901,sa3020529,Moonstars,Snells Like Team Spirit,
1150,Caleb Franzen,COL,"A,A+",23,5.56700921461573,0,32.1,32,20,20,4,20,2,14,0.09395973,0.13422819,-0.04026846,1.60824710644454,0.25688073,0.70247934,6.40623648042,6.52444496423291,0.387387387,0.07117438,237,325,sa3020531,,,
1151,Graham Firoved,BAL,A+,24,5.35344757166269,0,38.2,33,27,23,4,34,2,42,0.23076923,0.18681319,0.04395604,1.73275839276038,0.29,0.66246057,5.54901422099186,5.54611531087282,0.405940594,0.09542484,330,435,sa3020557,,,
1152,Trace Bright,BAL,AA,23,4.55294117647058,21,85.0,90,48,43,12,39,6,95,0.25333333,0.104,0.14933333,1.51764705882352,0.34977578,0.73604061,4.61944671799154,4.04469679401201,0.34347826,0.13052345,570,901,sa3020558,,,
1153,Brady Hill,COL,A,23,4.62162162162162,0,37.0,34,22,19,4,17,2,42,0.25766871,0.10429448,0.15337423,1.37837837837837,0.30612245,0.65400844,4.75812196473817,4.49983128244812,0.4,0.1265625,241,399,sa3020559,,,
1154,Zach Agnos,COL,"A+,AA",23,1.15384615384615,0,39.0,23,8,5,1,8,1,48,0.31578947,0.05263158,0.2631579,0.794871794871794,0.23404255,0.78431373,2.02607534796854,3.10963681807976,0.318681318,0.16036036,173,382,sa3020560,,,
1155,C.J. Culpepper,MIN,"A+,AA",22,3.37500014081597,10,40.0,33,20,15,1,11,2,47,0.29192547,0.06832298,0.22360248,1.10000004589557,0.32,0.58295964,2.39273845709811,2.60169622249974,0.565656565,0.15359477,211,401,sa3020563,,,
1156,Preston Johnson,BAL,A+,24,5.07382498375553,4,49.2,42,32,28,2,36,2,68,0.30357143,0.16071429,0.14285714,1.57046963782909,0.34482759,0.62176166,3.66403414266323,4.45314481606228,0.330434782,0.15154749,387,550,sa3020565,,,
1157,Jonathan Brand,BOS,"A+,AA",24,4.15384587682404,0,47.2,47,25,22,3,20,3,45,0.21226415,0.09433962,0.11792453,1.4055943118546,0.31205674,0.68389058,3.84610653573087,4.49782977891209,0.443661971,0.12935323,294,510,sa3020567,,,
1158,Ian Koenig,SDP,"A,CPX",23,5.58620616173498,14,38.2,40,26,24,6,13,1,39,0.23214286,0.07738095,0.15476191,1.37068947487015,0.31192661,0.61403509,5.23222486564654,4.57806919794942,0.359649122,0.10381679,232,423,sa3020568,,,
1159,Andrew Morris,MIN,"A+,AA,AAA",22,1.96518968363028,18,105.1,86,29,23,4,22,2,108,0.25411765,0.05176471,0.20235294,1.02531635667667,0.28373702,0.77586207,2.57096621521178,3.2513159387606,0.447552447,0.11497157,496,1087,sa3020569,,,
1160,Jared Beck,BAL,"A,A+",23,4.84615406834868,0,39.0,29,25,21,2,39,1,54,0.29508197,0.21311475,0.08196721,1.74358982353286,0.31034483,0.66465257,4.55905948433041,4.55188192496332,0.465116279,0.13164894,325,427,sa3020571,,,
1161,Adam Tulloch,CLE,A+,23,4.11258319703999,0,50.1,42,25,23,4,27,9,52,0.23111111,0.12,0.11111111,1.37086106567999,0.28571429,0.7320442,4.55556575826509,4.76438538226033,0.402985074,0.104,350,525,sa3020588,,,
1162,Brandon White,MIA,A,24,5.09693917231183,14,65.1,67,41,37,6,21,3,59,0.20629371,0.07342657,0.13286713,1.34693888037069,0.30964467,0.60532688,4.03453753936891,4.21603406541532,0.331658291,0.10934579,375,695,sa3020589,,,
1163,Eric Adler,CHW,"A+,AA",23,2.78350542830491,0,32.1,19,14,10,0,19,1,39,0.30232558,0.14728682,0.15503876,1.17525784750651,0.27142857,0.64102564,2.85228078887506,3.45633329135936,0.614285714,0.12361624,218,324,sa3020592,,,
1164,Austin Krob,SDP,AA,24,5.34275647181623,20,94.1,104,60,56,7,38,7,90,0.21686747,0.09156627,0.1253012,1.50530043451965,0.35531136,0.63936782,3.92694995227086,3.7404417245396,0.510948905,0.11230284,610,975,sa3020594,,,
1165,Braeden Fausnaught,PHI,"A+,AA",24,3.55948587982922,19,103.2,94,46,41,12,32,2,95,0.22144522,0.07459207,0.14685315,1.21543420286851,0.28472222,0.73741007,4.23210087989401,4.12504072252007,0.396551724,0.13120785,561,1070,sa3020598,,,
1166,Zach Jacobs,CLE,A+,22,2.7259617384369,5,69.1,40,23,21,5,24,4,71,0.26394052,0.08921933,0.17472119,0.923076990793447,0.21212121,0.73770492,3.54394441024791,3.73343817437112,0.403614457,0.12235067,366,672,sa3020600,,,
1167,Mark McLaughlin,CHW,"A,CPX",23,4.4081631071217,0,49.0,38,25,24,3,25,4,36,0.17307692,0.12019231,0.05288462,1.28571423957716,0.25,0.66878981,4.69436100303842,4.77907240964767,0.464285714,0.11180124,298,507,sa3020604,,,
1168,Ryan Ramsey,KCR,A+,23,2.30044858790161,8,74.1,50,22,19,4,26,8,82,0.27609428,0.08754209,0.18855219,1.02242159462293,0.25988701,0.79081633,3.30845370719265,3.66008915746939,0.369318181,0.16623377,410,745,sa3020605,,,
1169,David Sandlin,BOS,"A+,AA",23,4.94656452538843,13,43.2,42,26,24,11,12,0,66,0.36464088,0.06629834,0.29834254,1.2366411313471,0.33695652,0.7253886,4.61798350396147,2.82254991137871,0.333333333,0.16532258,249,495,sa3020606,,,
1170,Kristofer Bow,NYY,A,23,4.4081625789467,0,32.2,23,20,16,3,23,9,35,0.23489933,0.15436242,0.08053691,1.40816304605241,0.25316456,0.68897638,5.53453719142281,5.05381663677448,0.4875,0.09061489,261,357,sa3020607,,,
1171,Trevor Martin,TBR,"A+,AA",23,4.05431329668981,22,104.1,93,59,47,9,32,8,112,0.25225225,0.07207207,0.18018018,1.19808312549935,0.29681979,0.61461794,3.63315425288949,3.87038012007461,0.384083044,0.12004731,613,1078,sa3020608,,,
1172,Brandon Johnson,KCR,"A+,AA",25,3.88636363636363,0,44.0,46,22,19,2,18,1,66,0.33502538,0.09137056,0.24365482,1.45454545454545,0.4,0.69131833,2.32768038836392,2.79747002714059,0.366972477,0.1317734,286,526,sa3020610,,,
1173,Braxton Hyde,COL,A+,23,3.975460494851,2,54.1,55,27,24,3,30,4,40,0.16806723,0.12605042,0.04201681,1.56441732436266,0.32298137,0.73113208,4.60254711351916,4.87302876241162,0.447204968,0.11383929,363,533,sa3020612,,,
1174,Kevin Stevens,NYY,AA,26,2.53846153846153,0,39.0,29,11,11,2,16,1,56,0.34782609,0.09937888,0.24844721,1.15384615384615,0.31395349,0.81018519,2.533775526438,2.92632424647991,0.436781609,0.175,226,414,sa3020613,,,
1175,Garrett McDaniels,LAD,"A,A+",24,3.75,7,60.0,56,31,25,3,28,4,65,0.24528302,0.10566038,0.13962264,1.4,0.32121212,0.68019093,4.00591376622517,3.92642197608947,0.598726114,0.13353721,387,594,sa3020619,,,
1176,Mason Barnett,OAK,AA,23,4.33333386903934,21,108.0,103,59,52,10,39,7,130,0.28017241,0.08405172,0.19612069,1.31481497735809,0.33453237,0.66666667,3.51339150037621,3.55187205463219,0.438162544,0.12506739,685,1170,sa3020622,,,
1177,Nick Hull,CHC,A+,24,4.33486299215376,8,72.2,64,43,35,8,35,5,78,0.24761905,0.11111111,0.13650794,1.36238551181975,0.2962963,0.65732759,4.37876281189244,3.99214412101653,0.416666666,0.12324235,463,746,sa3020624,,,
1178,Matt Keating,NYY,A+,23,4.27118644067796,0,59.0,40,31,28,8,25,1,70,0.29288703,0.10460251,0.18828452,1.10169491525423,0.23703704,0.63868613,4.29536164493884,3.56995695329318,0.457746478,0.14442013,324,590,sa3020625,,,
1179,Adam Serwinowski,CIN,A,20,3.58407103844506,21,75.1,54,32,30,4,39,6,92,0.2875,0.121875,0.165625,1.23451335768663,0.27932961,0.71734475,3.58456459440876,3.92511591989799,0.435754189,0.1288,467,783,sa3020626,,,
1180,Jacob Watters,OAK,"A+,AAA",23,5.23036607429815,10,63.2,66,39,37,2,33,5,56,0.1971831,0.11619718,0.08098592,1.55497369776431,0.34042553,0.64229249,3.90334209888644,4.4755617909437,0.539682539,0.11394892,387,631,sa3020628,,,
1181,Seth Clark,TEX,"A+,AA",24,3.51219497898517,0,41.0,38,17,16,5,29,5,46,0.2408377,0.15183246,0.08900524,1.63414627494449,0.31132075,0.84615385,5.27679097868237,4.74254648906178,0.509090909,0.11742424,317,475,sa3020630,,,
1182,Ryan Jennings,TOR,"A+,AA",25,2.01242216952096,12,53.2,44,19,12,3,20,4,58,0.25663717,0.08849558,0.16814159,1.19254647082723,0.29078014,0.76802508,3.38396113546255,3.75766018757908,0.436619718,0.12514351,298,573,sa3020634,,,
1183,Jacob Misiorowski,MIL,"AA,AAA",22,3.44015471883134,21,86.1,53,36,33,7,53,11,113,0.30376344,0.14247312,0.16129032,1.22779932725967,0.24468085,0.75559701,4.01453232024651,3.87678111947702,0.447916666,0.13933895,632,911,sa3020644,Lakeland Flying Tigers,Dick Pole's Tent Pitching Camp,Moneyball
1184,Troy Melton,DET,AA,23,4.36764754886038,20,90.2,91,48,44,17,24,2,104,0.27440633,0.06332454,0.21108179,1.26838249524986,0.31896552,0.74034335,4.43488800707161,3.16490997167055,0.420408163,0.14246196,485,961,sa3020652,,,
1185,Karson Milbrandt,MIA,A+,20,3.99600024389649,19,83.1,70,45,37,5,53,5,77,0.20698925,0.14247312,0.06451613,1.47600009008789,0.28017241,0.68595041,4.46298292663574,4.83496376099517,0.410480349,0.11208643,603,878,sa3020659,,,
1186,Dylan Lesko,SDP,A+,20,6.26582384376928,18,79.0,60,56,55,12,61,14,92,0.25626741,0.16991643,0.08635098,1.53164582847693,0.26666667,0.66835871,5.95325502333776,5.31705254641201,0.28042328,0.13929314,625,818,sa3020677,Savannah Bananas,Wander if she's Legal,Moneyball
1187,Trystan Vrieling,NYY,AA,23,5.0672268907563,21,119.0,120,70,67,11,38,1,108,0.21343874,0.07509881,0.13833992,1.32773109243697,0.31321839,0.61977716,3.80095932303356,4.07461436796589,0.390934844,0.11177428,656,1187,sa3020681,,,
1188,Cory Lewis,MIN,"A,AA,CPX",23,2.68211947633043,12,50.1,43,17,15,6,27,1,62,0.28837209,0.1255814,0.1627907,1.39072861735652,0.31092437,0.86261981,4.23877491692877,4.0184596530098,0.336134453,0.14249685,295,498,sa3020702,,,
1189,Lucas Wepf,LAD,"A+,AA",24,3.08053730709118,0,49.2,35,19,17,6,16,5,72,0.36,0.08,0.28,1.02684576903039,0.28712871,0.77731092,3.38107955278862,2.81771422299583,0.310679611,0.16606061,277,548,sa3020704,,,
1190,Robby Snelling,SDP,AA,20,5.40000032958986,18,83.1,95,53,50,14,34,2,81,0.22070845,0.09264305,0.1280654,1.54800009448242,0.34322034,0.70017953,4.96359967570692,4.01376480795348,0.449392712,0.11786509,473,876,sa3020707,Lakeland Flying Tigers,Tanner Houck Tuah,Moneyball
1191,Will Mabrey,ARI,AA,23,3.61607192122213,0,37.1,36,18,15,4,23,1,42,0.24561404,0.13450292,0.11111111,1.58035735816374,0.31683168,0.77205882,4.51074613454392,4.67731574195174,0.298076923,0.13207547,276,413,sa3020709,,,
1192,Brycen Mautz,STL,A+,22,5.61039016628415,21,102.2,117,68,64,19,42,9,103,0.22198276,0.09051724,0.13146552,1.54870145215135,0.33676976,0.70721358,5.33259344121864,4.29670522196646,0.397394136,0.10228571,643,1107,sa3020710,,,
1193,Tyler Schweitzer,CHW,"A+,AA",23,4.32692307692307,20,104.0,107,56,50,11,31,3,110,0.248307,0.06997743,0.17832957,1.32692307692307,0.33333333,0.67675159,3.68824091253908,3.56130913624646,0.394557823,0.11655708,580,1093,sa3020712,,,
1194,Cameron Foster,NYM,AA,25,3.64044975027446,7,59.1,60,28,24,6,28,2,50,0.19083969,0.10687023,0.08396947,1.48314619455626,0.30681818,0.75980392,4.57727893784919,4.698638010079,0.378531073,0.1035818,382,651,sa3020735,,,
1195,Cooper Hjerpe,STL,"A+,AA",23,3.2675154075173,15,52.1,31,19,19,3,28,6,76,0.35185185,0.12962963,0.22222222,1.12738835697965,0.27184466,0.75657895,3.23176455561535,3.46786412078025,0.433962264,0.13169643,337,559,sa3020736,Heaters,Tanner Houck Tuah,The Jobu’s
1196,Jack Jasiak,CLE,A,23,5.24117600015294,2,56.2,68,38,33,6,18,7,55,0.21153846,0.06923077,0.14230769,1.51764692260321,0.35632184,0.6501182,4.3435776422098,3.99345744186358,0.365714285,0.11422846,352,646,sa3020738,,,
1197,Connor Staine,COL,A+,23,4.72197341727173,16,74.1,58,42,39,11,35,6,81,0.2539185,0.10971787,0.14420063,1.25112116184122,0.25268817,0.68181818,4.8789508566649,4.35176595799888,0.342105263,0.12431157,471,800,sa3020739,,,
1198,Noah Dean,BOS,"A,A+",23,4.15384661989519,14,73.2,38,38,34,5,41,16,107,0.3474026,0.13311688,0.21428571,1.07239831036509,0.23741007,0.64772727,3.88318631000348,3.60165654636818,0.446043165,0.16369279,503,786,sa3020740,,,
1199,Peyton Pallette,CHW,A+,23,5.09693917231183,12,65.1,68,40,37,7,29,5,75,0.25684932,0.09931507,0.15753425,1.48469399313588,0.34659091,0.67245119,4.24166055470395,4.00956116507167,0.432584269,0.12760417,422,730,sa3020742,,,
1200,Daniel Blair,SFG,A+,25,5.75829425528245,2,70.1,84,47,45,6,23,4,70,0.22435897,0.07371795,0.15064103,1.52132712423511,0.37320574,0.62378168,3.74998982154825,3.8285780657736,0.448113207,0.11139241,456,729,sa3020744,,,
1201,Max Rajcic,STL,AA,22,4.54054054054054,20,111.0,108,62,56,16,38,8,109,0.22947368,0.08,0.14947368,1.31531531531531,0.30263158,0.69908815,4.59247057029792,4.13244435228743,0.389067524,0.1133515,692,1143,sa3020746,,,
1202,Parker Messick,CLE,"A+,AA",23,2.93478274776779,21,107.1,87,40,35,9,34,8,134,0.30523918,0.07744875,0.22779043,1.12732924596794,0.30708661,0.76460481,3.20574984133647,3.0452458482662,0.42248062,0.15756542,643,1115,sa3020748,,,
1203,Thomas Harrington,PIT,"A,AA,AAA",22,2.64489822686391,15,81.2,69,32,24,7,14,3,86,0.26708075,0.04347826,0.22360249,1.01632663347085,0.29245283,0.70866142,3.07740316998459,3.46559107065338,0.320930232,0.12641674,363,784,sa3020752,,Dick Pole's Tent Pitching Camp,
1204,Mason Vinyard,NYY,"A+,CPX",25,3.23076908263935,0,39.0,29,20,14,2,21,1,56,0.33532934,0.1257485,0.20958084,1.28205122326958,0.31034483,0.64315353,3.07889679757014,3.33331725759315,0.436781609,0.16147309,274,432,sa3020753,,,
1205,Vince Reilly,CHC,A,23,4.46762638971632,0,46.1,40,28,23,2,15,2,44,0.22,0.075,0.145,1.18705049002124,0.27737226,0.53505535,3.34734408290395,3.45430922573894,0.556390977,0.14064516,281,494,sa3020754,,,
1206,Jackson Kelley,TEX,"A+,AA",24,3.43949065478687,0,52.1,33,20,20,6,21,6,64,0.29906542,0.09813084,0.20093458,1.03184719643606,0.23076923,0.7751938,4.1556504277717,4.15523754993146,0.338842975,0.13170163,319,539,sa3020755,,,
1207,Grayson Thurman,TOR,A+,25,2.85093140682136,0,53.2,43,18,17,7,15,1,65,0.30092593,0.06944444,0.23148148,1.08074523918718,0.28125,0.83333333,3.6475494693778,3.1303225682309,0.401515151,0.15429918,281,568,sa3020756,,,
1208,Brandon Birdsell,CHC,"AA,AAA",24,3.9732444766512,19,99.2,109,56,44,11,21,5,92,0.21800948,0.04976303,0.16824645,1.30434793425418,0.33447099,0.66053512,3.75448561638866,3.57946872507881,0.389261744,0.12523482,511,1086,sa3020797,,,
1209,Pete Hansen,STL,A+,23,3.82153864096016,20,108.1,111,49,46,7,32,7,108,0.23478261,0.06956522,0.16521739,1.32000006197416,0.33986928,0.72039943,3.36913670706664,3.67287437869534,0.389610389,0.10626866,588,1087,sa3020798,,,
1210,Chase Costello,MIL,A+,24,3.99130487741286,0,38.1,38,19,17,2,14,2,50,0.30674847,0.08588957,0.2208589,1.35652191912071,0.37894737,0.68359375,2.76472190481952,2.98917605900269,0.422680412,0.16693164,219,410,sa3020799,,,
1211,Shaddon Peavyhouse,SEA,A+,25,5.54594548851669,9,61.2,77,43,38,6,36,5,57,0.19127517,0.12080537,0.0704698,1.83243228129352,0.36597938,0.68430657,4.89065831636495,4.61264197133832,0.528497409,0.09907407,418,662,sa3020802,,,
1212,J.P. Massey,PIT,A+,24,5.19230769230769,13,52.0,49,36,30,5,31,6,49,0.20247934,0.12809917,0.07438017,1.53846153846153,0.29139073,0.63291139,5.08349723815918,4.85692739188671,0.52,0.10458911,394,543,sa3020803,,,
1213,Nate Peterson,MIL,AA,24,4.45871622050101,11,72.2,80,40,36,17,33,0,73,0.22461538,0.10153846,0.12307692,1.5550460892488,0.31188119,0.81838565,5.73616454458614,4.05434482100089,0.395348837,0.12773109,467,723,sa3020804,,,
1214,Chris McElvain,TOR,A+,23,4.56081128103011,11,49.1,51,26,25,4,21,1,54,0.24657534,0.09589041,0.15068493,1.45945960992963,0.3381295,0.69732938,3.68255034551906,3.9104318624129,0.374100719,0.1440281,299,555,sa3020806,,,
1215,Brad Lord,WSN,"A+,AA,AAA",24,2.0172416446609,21,116.0,90,31,26,6,41,8,116,0.24733475,0.08742004,0.15991471,1.12931049337853,0.28187919,0.82695253,3.40249961556293,4.17585320216757,0.415282392,0.11445783,669,1157,sa3020812,,,
1216,Magnus Ellerts,CLE,"A+,AA",23,2.45454529085057,0,47.2,29,13,13,2,25,3,75,0.38265306,0.12755102,0.25510204,1.13286705731564,0.2967033,0.81180812,2.60069400550718,2.8412587028877,0.433333333,0.16305732,296,489,sa3020813,,,
1217,Dylan Cumming,SFG,"A+,AA",25,4.22181794756425,15,91.2,95,47,43,7,34,10,121,0.3025,0.085,0.2175,1.40727264918808,0.38596491,0.7120743,3.24180145890925,3.10728773558688,0.459227467,0.14195184,617,961,sa3020818,,,
1218,Luke Young,WSN,A+,22,4.58302608830785,16,90.1,89,51,46,14,28,7,67,0.17819149,0.07446809,0.1037234,1.29520302495656,0.28846154,0.69923372,5.27722427079469,5.01513545288247,0.324626865,0.09237537,510,854,sa3020819,,,
1219,Ben Ethridge,MIN,A,22,4.01785714285714,0,56.0,48,35,25,9,24,2,45,0.18672199,0.09958506,0.08713693,1.28571428571428,0.24223602,0.63517915,5.41974158287048,4.4794309088162,0.442424242,0.09684685,330,558,sa3020820,,,
1220,Garrett Apker,DET,"A,CPX",24,4.53600069213877,1,41.2,35,23,21,2,19,3,42,0.24137931,0.1091954,0.13218391,1.29600019775393,0.30555556,0.62730627,3.81268201306825,4.04923551786767,0.486238532,0.13018598,264,435,sa3020821,,,
1221,Bradley Brehmer,BAL,"A+,AA",24,4.29936347517885,0,52.1,53,29,25,3,20,2,65,0.2826087,0.08695652,0.19565217,1.39490459416913,0.35714286,0.64971751,3.05632154024445,3.36903355621695,0.478260869,0.13443396,307,541,sa3020828,,,
1222,Aidan Maldonado,MIL,"A,A+",24,3.72413832293683,0,48.1,34,21,20,5,18,4,60,0.30769231,0.09230769,0.21538462,1.07586218218175,0.26851852,0.71428571,3.78300841214454,3.25506355036916,0.361111111,0.15587847,273,484,sa3020829,,,
1223,Riley Cornelio,WSN,A+,24,5.89556990493435,22,105.1,104,75,69,14,56,2,87,0.18589744,0.11965812,0.06623932,1.51898741511996,0.29126214,0.61095506,5.31134542285813,5.13710315097323,0.389776357,0.13016412,697,1070,sa3020830,,,
1224,Luis Ramirez,TEX,A+,23,8.45217503452135,4,38.1,49,37,36,6,28,4,34,0.17525773,0.1443299,0.03092784,2.00869591869797,0.35245902,0.60606061,6.34871499636678,5.4592841025676,0.48031496,0.09756098,297,441,sa3020831,,,
1225,Trey Dombroski,HOU,"A+,AA",23,5.44354817776725,16,82.2,100,57,50,15,27,2,97,0.25194805,0.07012987,0.18181818,1.5362902635032,0.34836066,0.66666667,4.62766536288307,3.96223726416375,0.363265306,0.14661407,554,967,sa3020833,,,
1226,Connor Noland,CHC,"AA,AAA",24,2.54716985715416,19,106.0,96,35,30,5,25,1,84,0.19399538,0.05773672,0.13625866,1.14150945450241,0.28616352,0.75652174,3.136169832466,3.59187247558072,0.503164556,0.12371134,535,1017,sa3020834,,,
1227,Alex Hoppe,BOS,AA,25,6.24489795918367,0,49.0,67,42,34,6,29,2,48,0.19917012,0.12033195,0.07883817,1.95918367346938,0.39102564,0.625,4.96182366877186,4.23938119600013,0.512658227,0.1403118,339,559,sa3020836,,,
1228,Jimmy Loper,NYM,"A,A+",24,5.25,0,36.0,38,22,21,1,14,3,37,0.23417722,0.08860759,0.14556962,1.44444444444444,0.3592233,0.61567164,3.29064781665802,4.24167710824145,0.471153846,0.11783961,222,389,sa3020838,,,
1229,Reid VanScoter,SEA,AA,25,3.74452575597419,20,91.1,84,43,38,6,29,2,78,0.20967742,0.07795699,0.13172043,1.23722634627217,0.30350195,0.67542214,3.60355100293311,3.73339561010451,0.471264367,0.07962016,471,898,sa3020839,,,
1230,Tyler Cleveland,SEA,"A+,CPX",24,2.78350542830491,0,32.1,22,11,10,3,19,1,40,0.2962963,0.14074074,0.15555556,1.26804136178334,0.26388889,0.82010582,4.14276272025699,4.0944955679213,0.356164383,0.13126079,235,344,sa3020840,,,
1231,Dominic Perachi,PIT,"A+,AA",23,2.76923117552994,13,91.0,64,33,28,1,32,7,97,0.26216216,0.08648649,0.17567568,1.05494520972569,0.27038627,0.68897638,2.85119361097072,3.65345046079187,0.478070175,0.12100139,534,904,sa3020841,,,
1232,Joey Mancini,HOU,"A+,AA",23,2.00826438366817,6,80.2,53,25,18,3,35,8,81,0.24471299,0.10574018,0.13897281,1.09090904791851,0.24509804,0.77342048,3.56672239330287,4.15132866397671,0.472636815,0.1201581,481,784,sa3020858,,,
1233,Jared Karros,LAD,"A+,AA",23,2.71508365422874,12,59.2,46,18,18,3,19,0,66,0.27848101,0.08016878,0.19831224,1.08938541682017,0.2885906,0.77302632,2.83805418447479,3.42812904048403,0.328947368,0.15104741,320,587,sa3020859,,,
